Training new model from scratch......
--------------------------
Training with SEPN
--------------------------

Current training epoch: 1, learning rate for pnn: 0.001, 
| epoch = 1 | step =    10 | loss_pnn = 2.249 | loss_cn = 0.00000000 | acc_sim = 0.275 | acc_phy = 0.238 
| epoch = 1 | step =    20 | loss_pnn = 2.187 | loss_cn = 0.00000000 | acc_sim = 0.370 | acc_phy = 0.345 
| epoch = 1 | step =    30 | loss_pnn = 2.137 | loss_cn = 0.00000000 | acc_sim = 0.452 | acc_phy = 0.424 
| epoch = 1 | step =    40 | loss_pnn = 2.095 | loss_cn = 0.00000000 | acc_sim = 0.518 | acc_phy = 0.486 
| epoch = 1 | step =    50 | loss_pnn = 2.059 | loss_cn = 0.00000000 | acc_sim = 0.573 | acc_phy = 0.538 
| epoch = 1 | step =    60 | loss_pnn = 2.025 | loss_cn = 0.00000000 | acc_sim = 0.617 | acc_phy = 0.581 
| epoch = 1 | step =    70 | loss_pnn = 1.995 | loss_cn = 0.00000000 | acc_sim = 0.650 | acc_phy = 0.615 
| epoch = 1 | step =    80 | loss_pnn = 1.968 | loss_cn = 0.00000000 | acc_sim = 0.677 | acc_phy = 0.641 
| epoch = 1 | step =    90 | loss_pnn = 1.944 | loss_cn = 0.00000000 | acc_sim = 0.698 | acc_phy = 0.663 
| epoch = 1 | step =   100 | loss_pnn = 1.923 | loss_cn = 0.00000000 | acc_sim = 0.717 | acc_phy = 0.682 
| epoch = 1 | step =   110 | loss_pnn = 1.905 | loss_cn = 0.00000000 | acc_sim = 0.732 | acc_phy = 0.697 
| epoch = 1 | step =   120 | loss_pnn = 1.889 | loss_cn = 0.00000000 | acc_sim = 0.745 | acc_phy = 0.710 

Current training epoch: 2, learning rate for pnn: 0.001, 
| epoch = 2 | step =    10 | loss_pnn = 1.699 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.859 
| epoch = 2 | step =    20 | loss_pnn = 1.689 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.870 
| epoch = 2 | step =    30 | loss_pnn = 1.685 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.868 
| epoch = 2 | step =    40 | loss_pnn = 1.682 | loss_cn = 0.00000000 | acc_sim = 0.900 | acc_phy = 0.869 
| epoch = 2 | step =    50 | loss_pnn = 1.678 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.871 
| epoch = 2 | step =    60 | loss_pnn = 1.674 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.872 
| epoch = 2 | step =    70 | loss_pnn = 1.669 | loss_cn = 0.00000000 | acc_sim = 0.903 | acc_phy = 0.873 
| epoch = 2 | step =    80 | loss_pnn = 1.667 | loss_cn = 0.00000000 | acc_sim = 0.903 | acc_phy = 0.874 
| epoch = 2 | step =    90 | loss_pnn = 1.664 | loss_cn = 0.00000000 | acc_sim = 0.904 | acc_phy = 0.875 
| epoch = 2 | step =   100 | loss_pnn = 1.662 | loss_cn = 0.00000000 | acc_sim = 0.904 | acc_phy = 0.875 
| epoch = 2 | step =   110 | loss_pnn = 1.659 | loss_cn = 0.00000000 | acc_sim = 0.905 | acc_phy = 0.876 
| epoch = 2 | step =   120 | loss_pnn = 1.656 | loss_cn = 0.00000000 | acc_sim = 0.906 | acc_phy = 0.878 

Current training epoch: 3, learning rate for pnn: 0.001, 
| epoch = 3 | step =    10 | loss_pnn = 1.619 | loss_cn = 0.00000000 | acc_sim = 0.919 | acc_phy = 0.897 
| epoch = 3 | step =    20 | loss_pnn = 1.620 | loss_cn = 0.00000000 | acc_sim = 0.917 | acc_phy = 0.896 
| epoch = 3 | step =    30 | loss_pnn = 1.619 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.895 
| epoch = 3 | step =    40 | loss_pnn = 1.617 | loss_cn = 0.00000000 | acc_sim = 0.920 | acc_phy = 0.896 
| epoch = 3 | step =    50 | loss_pnn = 1.614 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.899 
| epoch = 3 | step =    60 | loss_pnn = 1.613 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.899 
| epoch = 3 | step =    70 | loss_pnn = 1.611 | loss_cn = 0.00000000 | acc_sim = 0.922 | acc_phy = 0.899 
| epoch = 3 | step =    80 | loss_pnn = 1.610 | loss_cn = 0.00000000 | acc_sim = 0.922 | acc_phy = 0.899 
| epoch = 3 | step =    90 | loss_pnn = 1.609 | loss_cn = 0.00000000 | acc_sim = 0.923 | acc_phy = 0.900 
| epoch = 3 | step =   100 | loss_pnn = 1.608 | loss_cn = 0.00000000 | acc_sim = 0.923 | acc_phy = 0.900 
| epoch = 3 | step =   110 | loss_pnn = 1.607 | loss_cn = 0.00000000 | acc_sim = 0.924 | acc_phy = 0.900 
| epoch = 3 | step =   120 | loss_pnn = 1.606 | loss_cn = 0.00000000 | acc_sim = 0.924 | acc_phy = 0.901 

Current training epoch: 4, learning rate for pnn: 0.001, 
| epoch = 4 | step =    10 | loss_pnn = 1.595 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.904 
| epoch = 4 | step =    20 | loss_pnn = 1.592 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.906 
| epoch = 4 | step =    30 | loss_pnn = 1.589 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.908 
