Training new model from scratch......
--------------------------
Training with SEPN
--------------------------

Current training epoch: 1, learning rate for pnn: 0.001, 
| epoch = 1 | step =    10 | loss_pnn = 2.272 | loss_cn = 0.00000000 | acc_sim = 0.259 | acc_phy = 0.200 
| epoch = 1 | step =    20 | loss_pnn = 2.233 | loss_cn = 0.00000000 | acc_sim = 0.362 | acc_phy = 0.288 
| epoch = 1 | step =    30 | loss_pnn = 2.194 | loss_cn = 0.00000000 | acc_sim = 0.449 | acc_phy = 0.364 
| epoch = 1 | step =    40 | loss_pnn = 2.156 | loss_cn = 0.00000000 | acc_sim = 0.515 | acc_phy = 0.425 
| epoch = 1 | step =    50 | loss_pnn = 2.125 | loss_cn = 0.00000000 | acc_sim = 0.560 | acc_phy = 0.469 
| epoch = 1 | step =    60 | loss_pnn = 2.096 | loss_cn = 0.00000000 | acc_sim = 0.599 | acc_phy = 0.508 
| epoch = 1 | step =    70 | loss_pnn = 2.069 | loss_cn = 0.00000000 | acc_sim = 0.630 | acc_phy = 0.539 
| epoch = 1 | step =    80 | loss_pnn = 2.046 | loss_cn = 0.00000000 | acc_sim = 0.655 | acc_phy = 0.565 
| epoch = 1 | step =    90 | loss_pnn = 2.024 | loss_cn = 0.00000000 | acc_sim = 0.676 | acc_phy = 0.588 
| epoch = 1 | step =   100 | loss_pnn = 2.005 | loss_cn = 0.00000000 | acc_sim = 0.695 | acc_phy = 0.607 
| epoch = 1 | step =   110 | loss_pnn = 1.988 | loss_cn = 0.00000000 | acc_sim = 0.710 | acc_phy = 0.623 
| epoch = 1 | step =   120 | loss_pnn = 1.972 | loss_cn = 0.00000000 | acc_sim = 0.725 | acc_phy = 0.637 

Current training epoch: 2, learning rate for pnn: 0.001, 
| epoch = 2 | step =    10 | loss_pnn = 1.780 | loss_cn = 0.00000000 | acc_sim = 0.884 | acc_phy = 0.801 
| epoch = 2 | step =    20 | loss_pnn = 1.772 | loss_cn = 0.00000000 | acc_sim = 0.884 | acc_phy = 0.804 
| epoch = 2 | step =    30 | loss_pnn = 1.768 | loss_cn = 0.00000000 | acc_sim = 0.886 | acc_phy = 0.808 
| epoch = 2 | step =    40 | loss_pnn = 1.761 | loss_cn = 0.00000000 | acc_sim = 0.888 | acc_phy = 0.813 
| epoch = 2 | step =    50 | loss_pnn = 1.757 | loss_cn = 0.00000000 | acc_sim = 0.891 | acc_phy = 0.815 
| epoch = 2 | step =    60 | loss_pnn = 1.751 | loss_cn = 0.00000000 | acc_sim = 0.894 | acc_phy = 0.819 
| epoch = 2 | step =    70 | loss_pnn = 1.747 | loss_cn = 0.00000000 | acc_sim = 0.896 | acc_phy = 0.821 
| epoch = 2 | step =    80 | loss_pnn = 1.743 | loss_cn = 0.00000000 | acc_sim = 0.897 | acc_phy = 0.822 
| epoch = 2 | step =    90 | loss_pnn = 1.739 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.824 
| epoch = 2 | step =   100 | loss_pnn = 1.737 | loss_cn = 0.00000000 | acc_sim = 0.899 | acc_phy = 0.824 
| epoch = 2 | step =   110 | loss_pnn = 1.733 | loss_cn = 0.00000000 | acc_sim = 0.900 | acc_phy = 0.826 
| epoch = 2 | step =   120 | loss_pnn = 1.730 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.828 

Current training epoch: 3, learning rate for pnn: 0.001, 
| epoch = 3 | step =    10 | loss_pnn = 1.699 | loss_cn = 0.00000000 | acc_sim = 0.909 | acc_phy = 0.834 
| epoch = 3 | step =    20 | loss_pnn = 1.698 | loss_cn = 0.00000000 | acc_sim = 0.912 | acc_phy = 0.839 
| epoch = 3 | step =    30 | loss_pnn = 1.693 | loss_cn = 0.00000000 | acc_sim = 0.913 | acc_phy = 0.844 
| epoch = 3 | step =    40 | loss_pnn = 1.689 | loss_cn = 0.00000000 | acc_sim = 0.915 | acc_phy = 0.847 
| epoch = 3 | step =    50 | loss_pnn = 1.687 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.848 
| epoch = 3 | step =    60 | loss_pnn = 1.684 | loss_cn = 0.00000000 | acc_sim = 0.917 | acc_phy = 0.850 
| epoch = 3 | step =    70 | loss_pnn = 1.683 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.851 
| epoch = 3 | step =    80 | loss_pnn = 1.680 | loss_cn = 0.00000000 | acc_sim = 0.919 | acc_phy = 0.852 
| epoch = 3 | step =    90 | loss_pnn = 1.679 | loss_cn = 0.00000000 | acc_sim = 0.920 | acc_phy = 0.853 
| epoch = 3 | step =   100 | loss_pnn = 1.677 | loss_cn = 0.00000000 | acc_sim = 0.920 | acc_phy = 0.853 
| epoch = 3 | step =   110 | loss_pnn = 1.675 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.854 
| epoch = 3 | step =   120 | loss_pnn = 1.673 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.855 

Current training epoch: 4, learning rate for pnn: 0.001, 
| epoch = 4 | step =    10 | loss_pnn = 1.659 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.858 
| epoch = 4 | step =    20 | loss_pnn = 1.656 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.861 
| epoch = 4 | step =    30 | loss_pnn = 1.659 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.858 
| epoch = 4 | step =    40 | loss_pnn = 1.656 | loss_cn = 0.00000000 | acc_sim = 0.928 | acc_phy = 0.861 
| epoch = 4 | step =    50 | loss_pnn = 1.652 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.864 
| epoch = 4 | step =    60 | loss_pnn = 1.652 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.864 
| epoch = 4 | step =    70 | loss_pnn = 1.650 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.865 
| epoch = 4 | step =    80 | loss_pnn = 1.650 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.865 
| epoch = 4 | step =    90 | loss_pnn = 1.649 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.865 
| epoch = 4 | step =   100 | loss_pnn = 1.648 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.866 
| epoch = 4 | step =   110 | loss_pnn = 1.648 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.866 
| epoch = 4 | step =   120 | loss_pnn = 1.647 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.866 

Current training epoch: 5, learning rate for pnn: 0.001, 
| epoch = 5 | step =    10 | loss_pnn = 1.639 | loss_cn = 0.00000000 | acc_sim = 0.940 | acc_phy = 0.870 
| epoch = 5 | step =    20 | loss_pnn = 1.642 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.864 
| epoch = 5 | step =    30 | loss_pnn = 1.639 | loss_cn = 0.00000000 | acc_sim = 0.938 | acc_phy = 0.869 
| epoch = 5 | step =    40 | loss_pnn = 1.637 | loss_cn = 0.00000000 | acc_sim = 0.938 | acc_phy = 0.871 
| epoch = 5 | step =    50 | loss_pnn = 1.637 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.871 
| epoch = 5 | step =    60 | loss_pnn = 1.636 | loss_cn = 0.00000000 | acc_sim = 0.938 | acc_phy = 0.872 
| epoch = 5 | step =    70 | loss_pnn = 1.637 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.872 
| epoch = 5 | step =    80 | loss_pnn = 1.636 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.872 
| epoch = 5 | step =    90 | loss_pnn = 1.635 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.872 
| epoch = 5 | step =   100 | loss_pnn = 1.635 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.872 
| epoch = 5 | step =   110 | loss_pnn = 1.634 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.872 
| epoch = 5 | step =   120 | loss_pnn = 1.633 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.873 

Current training epoch: 6, learning rate for pnn: 0.001, 
| epoch = 6 | step =    10 | loss_pnn = 1.628 | loss_cn = 0.00000000 | acc_sim = 0.944 | acc_phy = 0.873 
| epoch = 6 | step =    20 | loss_pnn = 1.630 | loss_cn = 0.00000000 | acc_sim = 0.944 | acc_phy = 0.872 
| epoch = 6 | step =    30 | loss_pnn = 1.629 | loss_cn = 0.00000000 | acc_sim = 0.943 | acc_phy = 0.872 
| epoch = 6 | step =    40 | loss_pnn = 1.629 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.873 
| epoch = 6 | step =    50 | loss_pnn = 1.630 | loss_cn = 0.00000000 | acc_sim = 0.944 | acc_phy = 0.872 
| epoch = 6 | step =    60 | loss_pnn = 1.629 | loss_cn = 0.00000000 | acc_sim = 0.944 | acc_phy = 0.872 
| epoch = 6 | step =    70 | loss_pnn = 1.628 | loss_cn = 0.00000000 | acc_sim = 0.944 | acc_phy = 0.873 
| epoch = 6 | step =    80 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.875 
| epoch = 6 | step =    90 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.875 
| epoch = 6 | step =   100 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.875 
| epoch = 6 | step =   110 | loss_pnn = 1.625 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.876 
| epoch = 6 | step =   120 | loss_pnn = 1.625 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.875 

Current training epoch: 7, learning rate for pnn: 0.001, 
| epoch = 7 | step =    10 | loss_pnn = 1.624 | loss_cn = 0.00000000 | acc_sim = 0.947 | acc_phy = 0.868 
| epoch = 7 | step =    20 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.947 | acc_phy = 0.869 
| epoch = 7 | step =    30 | loss_pnn = 1.625 | loss_cn = 0.00000000 | acc_sim = 0.945 | acc_phy = 0.871 
| epoch = 7 | step =    40 | loss_pnn = 1.624 | loss_cn = 0.00000000 | acc_sim = 0.946 | acc_phy = 0.873 
| epoch = 7 | step =    50 | loss_pnn = 1.623 | loss_cn = 0.00000000 | acc_sim = 0.947 | acc_phy = 0.873 
| epoch = 7 | step =    60 | loss_pnn = 1.623 | loss_cn = 0.00000000 | acc_sim = 0.948 | acc_phy = 0.874 
| epoch = 7 | step =    70 | loss_pnn = 1.623 | loss_cn = 0.00000000 | acc_sim = 0.947 | acc_phy = 0.873 
| epoch = 7 | step =    80 | loss_pnn = 1.621 | loss_cn = 0.00000000 | acc_sim = 0.947 | acc_phy = 0.874 
| epoch = 7 | step =    90 | loss_pnn = 1.620 | loss_cn = 0.00000000 | acc_sim = 0.948 | acc_phy = 0.875 
| epoch = 7 | step =   100 | loss_pnn = 1.621 | loss_cn = 0.00000000 | acc_sim = 0.948 | acc_phy = 0.875 
| epoch = 7 | step =   110 | loss_pnn = 1.620 | loss_cn = 0.00000000 | acc_sim = 0.948 | acc_phy = 0.876 
| epoch = 7 | step =   120 | loss_pnn = 1.620 | loss_cn = 0.00000000 | acc_sim = 0.948 | acc_phy = 0.876 

Current training epoch: 8, learning rate for pnn: 0.001, 
| epoch = 8 | step =    10 | loss_pnn = 1.621 | loss_cn = 0.00000000 | acc_sim = 0.952 | acc_phy = 0.874 
| epoch = 8 | step =    20 | loss_pnn = 1.625 | loss_cn = 0.00000000 | acc_sim = 0.951 | acc_phy = 0.868 
