Training new model from scratch......
--------------------------
Training with SEPN
--------------------------

Current training epoch: 1, learning rate for pnn: 0.001, 
| epoch = 1 | step =    10 | loss_pnn = 2.236 | loss_cn = 0.00000000 | acc_sim = 0.297 | acc_phy = 0.239 
| epoch = 1 | step =    20 | loss_pnn = 2.181 | loss_cn = 0.00000000 | acc_sim = 0.405 | acc_phy = 0.337 
| epoch = 1 | step =    30 | loss_pnn = 2.136 | loss_cn = 0.00000000 | acc_sim = 0.484 | acc_phy = 0.404 
| epoch = 1 | step =    40 | loss_pnn = 2.101 | loss_cn = 0.00000000 | acc_sim = 0.538 | acc_phy = 0.453 
| epoch = 1 | step =    50 | loss_pnn = 2.070 | loss_cn = 0.00000000 | acc_sim = 0.583 | acc_phy = 0.493 
| epoch = 1 | step =    60 | loss_pnn = 2.042 | loss_cn = 0.00000000 | acc_sim = 0.617 | acc_phy = 0.526 
| epoch = 1 | step =    70 | loss_pnn = 2.017 | loss_cn = 0.00000000 | acc_sim = 0.645 | acc_phy = 0.555 
| epoch = 1 | step =    80 | loss_pnn = 1.994 | loss_cn = 0.00000000 | acc_sim = 0.669 | acc_phy = 0.578 
| epoch = 1 | step =    90 | loss_pnn = 1.975 | loss_cn = 0.00000000 | acc_sim = 0.688 | acc_phy = 0.597 
| epoch = 1 | step =   100 | loss_pnn = 1.958 | loss_cn = 0.00000000 | acc_sim = 0.705 | acc_phy = 0.612 
| epoch = 1 | step =   110 | loss_pnn = 1.941 | loss_cn = 0.00000000 | acc_sim = 0.720 | acc_phy = 0.628 
| epoch = 1 | step =   120 | loss_pnn = 1.926 | loss_cn = 0.00000000 | acc_sim = 0.733 | acc_phy = 0.640 

Current training epoch: 2, learning rate for pnn: 0.001, 
| epoch = 2 | step =    10 | loss_pnn = 1.752 | loss_cn = 0.00000000 | acc_sim = 0.879 | acc_phy = 0.789 
| epoch = 2 | step =    20 | loss_pnn = 1.743 | loss_cn = 0.00000000 | acc_sim = 0.886 | acc_phy = 0.800 
| epoch = 2 | step =    30 | loss_pnn = 1.737 | loss_cn = 0.00000000 | acc_sim = 0.889 | acc_phy = 0.804 
| epoch = 2 | step =    40 | loss_pnn = 1.732 | loss_cn = 0.00000000 | acc_sim = 0.891 | acc_phy = 0.805 
| epoch = 2 | step =    50 | loss_pnn = 1.727 | loss_cn = 0.00000000 | acc_sim = 0.894 | acc_phy = 0.809 
| epoch = 2 | step =    60 | loss_pnn = 1.724 | loss_cn = 0.00000000 | acc_sim = 0.895 | acc_phy = 0.810 
| epoch = 2 | step =    70 | loss_pnn = 1.720 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.811 
| epoch = 2 | step =    80 | loss_pnn = 1.717 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.814 
| epoch = 2 | step =    90 | loss_pnn = 1.714 | loss_cn = 0.00000000 | acc_sim = 0.899 | acc_phy = 0.815 
| epoch = 2 | step =   100 | loss_pnn = 1.710 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.817 
| epoch = 2 | step =   110 | loss_pnn = 1.707 | loss_cn = 0.00000000 | acc_sim = 0.902 | acc_phy = 0.819 
| epoch = 2 | step =   120 | loss_pnn = 1.704 | loss_cn = 0.00000000 | acc_sim = 0.903 | acc_phy = 0.821 

Current training epoch: 3, learning rate for pnn: 0.001, 
| epoch = 3 | step =    10 | loss_pnn = 1.671 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.841 
| epoch = 3 | step =    20 | loss_pnn = 1.668 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.840 
| epoch = 3 | step =    30 | loss_pnn = 1.664 | loss_cn = 0.00000000 | acc_sim = 0.917 | acc_phy = 0.843 
| epoch = 3 | step =    40 | loss_pnn = 1.663 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.845 
| epoch = 3 | step =    50 | loss_pnn = 1.662 | loss_cn = 0.00000000 | acc_sim = 0.917 | acc_phy = 0.845 
| epoch = 3 | step =    60 | loss_pnn = 1.660 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.848 
| epoch = 3 | step =    70 | loss_pnn = 1.657 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.850 
| epoch = 3 | step =    80 | loss_pnn = 1.655 | loss_cn = 0.00000000 | acc_sim = 0.919 | acc_phy = 0.851 
| epoch = 3 | step =    90 | loss_pnn = 1.655 | loss_cn = 0.00000000 | acc_sim = 0.920 | acc_phy = 0.851 
| epoch = 3 | step =   100 | loss_pnn = 1.653 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.851 
| epoch = 3 | step =   110 | loss_pnn = 1.652 | loss_cn = 0.00000000 | acc_sim = 0.921 | acc_phy = 0.852 
| epoch = 3 | step =   120 | loss_pnn = 1.651 | loss_cn = 0.00000000 | acc_sim = 0.922 | acc_phy = 0.853 

Current training epoch: 4, learning rate for pnn: 0.001, 
| epoch = 4 | step =    10 | loss_pnn = 1.643 | loss_cn = 0.00000000 | acc_sim = 0.927 | acc_phy = 0.854 
| epoch = 4 | step =    20 | loss_pnn = 1.638 | loss_cn = 0.00000000 | acc_sim = 0.928 | acc_phy = 0.860 
| epoch = 4 | step =    30 | loss_pnn = 1.635 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.863 
| epoch = 4 | step =    40 | loss_pnn = 1.635 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.864 
| epoch = 4 | step =    50 | loss_pnn = 1.634 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.864 
| epoch = 4 | step =    60 | loss_pnn = 1.632 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.866 
| epoch = 4 | step =    70 | loss_pnn = 1.630 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.868 
| epoch = 4 | step =    80 | loss_pnn = 1.629 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.868 
| epoch = 4 | step =    90 | loss_pnn = 1.628 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.869 
| epoch = 4 | step =   100 | loss_pnn = 1.627 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.870 
| epoch = 4 | step =   110 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.870 
| epoch = 4 | step =   120 | loss_pnn = 1.626 | loss_cn = 0.00000000 | acc_sim = 0.932 | acc_phy = 0.870 

Current training epoch: 5, learning rate for pnn: 0.001, 
| epoch = 5 | step =    10 | loss_pnn = 1.619 | loss_cn = 0.00000000 | acc_sim = 0.933 | acc_phy = 0.874 
| epoch = 5 | step =    20 | loss_pnn = 1.616 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.878 
| epoch = 5 | step =    30 | loss_pnn = 1.614 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.881 
| epoch = 5 | step =    40 | loss_pnn = 1.612 | loss_cn = 0.00000000 | acc_sim = 0.938 | acc_phy = 0.882 
| epoch = 5 | step =    50 | loss_pnn = 1.611 | loss_cn = 0.00000000 | acc_sim = 0.939 | acc_phy = 0.884 
| epoch = 5 | step =    60 | loss_pnn = 1.612 | loss_cn = 0.00000000 | acc_sim = 0.938 | acc_phy = 0.881 
| epoch = 5 | step =    70 | loss_pnn = 1.612 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.881 
