Training new model from scratch......
--------------------------
Training with SEPN
--------------------------

Current training epoch: 1, learning rate for pnn: 0.001, 
| epoch = 1 | step =    10 | loss_pnn = 2.288 | loss_cn = 0.00000000 | acc_sim = 0.249 | acc_phy = 0.150 
| epoch = 1 | step =    20 | loss_pnn = 2.269 | loss_cn = 0.00000000 | acc_sim = 0.358 | acc_phy = 0.204 
| epoch = 1 | step =    30 | loss_pnn = 2.249 | loss_cn = 0.00000000 | acc_sim = 0.451 | acc_phy = 0.248 
| epoch = 1 | step =    40 | loss_pnn = 2.232 | loss_cn = 0.00000000 | acc_sim = 0.519 | acc_phy = 0.287 
| epoch = 1 | step =    50 | loss_pnn = 2.218 | loss_cn = 0.00000000 | acc_sim = 0.573 | acc_phy = 0.321 
| epoch = 1 | step =    60 | loss_pnn = 2.206 | loss_cn = 0.00000000 | acc_sim = 0.614 | acc_phy = 0.350 
| epoch = 1 | step =    70 | loss_pnn = 2.195 | loss_cn = 0.00000000 | acc_sim = 0.648 | acc_phy = 0.375 
| epoch = 1 | step =    80 | loss_pnn = 2.185 | loss_cn = 0.00000000 | acc_sim = 0.674 | acc_phy = 0.397 
| epoch = 1 | step =    90 | loss_pnn = 2.175 | loss_cn = 0.00000000 | acc_sim = 0.694 | acc_phy = 0.417 
| epoch = 1 | step =   100 | loss_pnn = 2.166 | loss_cn = 0.00000000 | acc_sim = 0.713 | acc_phy = 0.436 
| epoch = 1 | step =   110 | loss_pnn = 2.158 | loss_cn = 0.00000000 | acc_sim = 0.729 | acc_phy = 0.451 
| epoch = 1 | step =   120 | loss_pnn = 2.151 | loss_cn = 0.00000000 | acc_sim = 0.742 | acc_phy = 0.465 

Current training epoch: 2, learning rate for pnn: 0.001, 
| epoch = 2 | step =    10 | loss_pnn = 2.059 | loss_cn = 0.00000000 | acc_sim = 0.889 | acc_phy = 0.616 
| epoch = 2 | step =    20 | loss_pnn = 2.054 | loss_cn = 0.00000000 | acc_sim = 0.889 | acc_phy = 0.622 
| epoch = 2 | step =    30 | loss_pnn = 2.050 | loss_cn = 0.00000000 | acc_sim = 0.892 | acc_phy = 0.622 
| epoch = 2 | step =    40 | loss_pnn = 2.045 | loss_cn = 0.00000000 | acc_sim = 0.895 | acc_phy = 0.628 
| epoch = 2 | step =    50 | loss_pnn = 2.042 | loss_cn = 0.00000000 | acc_sim = 0.896 | acc_phy = 0.631 
| epoch = 2 | step =    60 | loss_pnn = 2.037 | loss_cn = 0.00000000 | acc_sim = 0.897 | acc_phy = 0.635 
| epoch = 2 | step =    70 | loss_pnn = 2.035 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.635 
| epoch = 2 | step =    80 | loss_pnn = 2.032 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.636 
| epoch = 2 | step =    90 | loss_pnn = 2.028 | loss_cn = 0.00000000 | acc_sim = 0.899 | acc_phy = 0.638 
| epoch = 2 | step =   100 | loss_pnn = 2.024 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.642 
| epoch = 2 | step =   110 | loss_pnn = 2.021 | loss_cn = 0.00000000 | acc_sim = 0.901 | acc_phy = 0.643 
| epoch = 2 | step =   120 | loss_pnn = 2.018 | loss_cn = 0.00000000 | acc_sim = 0.902 | acc_phy = 0.645 

Current training epoch: 3, learning rate for pnn: 0.001, 
