Training new model from scratch......
--------------------------
Training with SEPN
--------------------------

Current training epoch: 1, learning rate for pnn: 0.001, 
| epoch = 1 | step =    10 | loss_pnn = 2.247 | loss_cn = 0.00000000 | acc_sim = 0.200 | acc_phy = 0.215 
| epoch = 1 | step =    20 | loss_pnn = 2.194 | loss_cn = 0.00000000 | acc_sim = 0.305 | acc_phy = 0.302 
| epoch = 1 | step =    30 | loss_pnn = 2.139 | loss_cn = 0.00000000 | acc_sim = 0.404 | acc_phy = 0.387 
| epoch = 1 | step =    40 | loss_pnn = 2.090 | loss_cn = 0.00000000 | acc_sim = 0.482 | acc_phy = 0.459 
| epoch = 1 | step =    50 | loss_pnn = 2.050 | loss_cn = 0.00000000 | acc_sim = 0.541 | acc_phy = 0.514 
| epoch = 1 | step =    60 | loss_pnn = 2.014 | loss_cn = 0.00000000 | acc_sim = 0.586 | acc_phy = 0.558 
| epoch = 1 | step =    70 | loss_pnn = 1.982 | loss_cn = 0.00000000 | acc_sim = 0.621 | acc_phy = 0.593 
| epoch = 1 | step =    80 | loss_pnn = 1.955 | loss_cn = 0.00000000 | acc_sim = 0.650 | acc_phy = 0.622 
| epoch = 1 | step =    90 | loss_pnn = 1.933 | loss_cn = 0.00000000 | acc_sim = 0.672 | acc_phy = 0.645 
| epoch = 1 | step =   100 | loss_pnn = 1.912 | loss_cn = 0.00000000 | acc_sim = 0.692 | acc_phy = 0.665 
| epoch = 1 | step =   110 | loss_pnn = 1.894 | loss_cn = 0.00000000 | acc_sim = 0.708 | acc_phy = 0.682 
| epoch = 1 | step =   120 | loss_pnn = 1.877 | loss_cn = 0.00000000 | acc_sim = 0.723 | acc_phy = 0.697 

Current training epoch: 2, learning rate for pnn: 0.001, 
| epoch = 2 | step =    10 | loss_pnn = 1.689 | loss_cn = 0.00000000 | acc_sim = 0.878 | acc_phy = 0.857 
| epoch = 2 | step =    20 | loss_pnn = 1.680 | loss_cn = 0.00000000 | acc_sim = 0.884 | acc_phy = 0.865 
| epoch = 2 | step =    30 | loss_pnn = 1.675 | loss_cn = 0.00000000 | acc_sim = 0.887 | acc_phy = 0.868 
| epoch = 2 | step =    40 | loss_pnn = 1.670 | loss_cn = 0.00000000 | acc_sim = 0.889 | acc_phy = 0.870 
| epoch = 2 | step =    50 | loss_pnn = 1.666 | loss_cn = 0.00000000 | acc_sim = 0.891 | acc_phy = 0.872 
| epoch = 2 | step =    60 | loss_pnn = 1.663 | loss_cn = 0.00000000 | acc_sim = 0.892 | acc_phy = 0.873 
| epoch = 2 | step =    70 | loss_pnn = 1.660 | loss_cn = 0.00000000 | acc_sim = 0.893 | acc_phy = 0.874 
| epoch = 2 | step =    80 | loss_pnn = 1.657 | loss_cn = 0.00000000 | acc_sim = 0.894 | acc_phy = 0.876 
| epoch = 2 | step =    90 | loss_pnn = 1.655 | loss_cn = 0.00000000 | acc_sim = 0.895 | acc_phy = 0.876 
| epoch = 2 | step =   100 | loss_pnn = 1.651 | loss_cn = 0.00000000 | acc_sim = 0.897 | acc_phy = 0.878 
| epoch = 2 | step =   110 | loss_pnn = 1.649 | loss_cn = 0.00000000 | acc_sim = 0.897 | acc_phy = 0.879 
| epoch = 2 | step =   120 | loss_pnn = 1.647 | loss_cn = 0.00000000 | acc_sim = 0.898 | acc_phy = 0.880 

Current training epoch: 3, learning rate for pnn: 0.001, 
| epoch = 3 | step =    10 | loss_pnn = 1.614 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.891 
| epoch = 3 | step =    20 | loss_pnn = 1.612 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.894 
| epoch = 3 | step =    30 | loss_pnn = 1.611 | loss_cn = 0.00000000 | acc_sim = 0.914 | acc_phy = 0.896 
| epoch = 3 | step =    40 | loss_pnn = 1.609 | loss_cn = 0.00000000 | acc_sim = 0.914 | acc_phy = 0.897 
| epoch = 3 | step =    50 | loss_pnn = 1.608 | loss_cn = 0.00000000 | acc_sim = 0.914 | acc_phy = 0.897 
| epoch = 3 | step =    60 | loss_pnn = 1.607 | loss_cn = 0.00000000 | acc_sim = 0.915 | acc_phy = 0.897 
| epoch = 3 | step =    70 | loss_pnn = 1.605 | loss_cn = 0.00000000 | acc_sim = 0.915 | acc_phy = 0.898 
| epoch = 3 | step =    80 | loss_pnn = 1.604 | loss_cn = 0.00000000 | acc_sim = 0.916 | acc_phy = 0.898 
| epoch = 3 | step =    90 | loss_pnn = 1.602 | loss_cn = 0.00000000 | acc_sim = 0.917 | acc_phy = 0.899 
| epoch = 3 | step =   100 | loss_pnn = 1.601 | loss_cn = 0.00000000 | acc_sim = 0.918 | acc_phy = 0.900 
| epoch = 3 | step =   110 | loss_pnn = 1.600 | loss_cn = 0.00000000 | acc_sim = 0.919 | acc_phy = 0.901 
| epoch = 3 | step =   120 | loss_pnn = 1.599 | loss_cn = 0.00000000 | acc_sim = 0.920 | acc_phy = 0.901 

Current training epoch: 4, learning rate for pnn: 0.001, 
| epoch = 4 | step =    10 | loss_pnn = 1.588 | loss_cn = 0.00000000 | acc_sim = 0.926 | acc_phy = 0.904 
| epoch = 4 | step =    20 | loss_pnn = 1.584 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.907 
| epoch = 4 | step =    30 | loss_pnn = 1.585 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.907 
| epoch = 4 | step =    40 | loss_pnn = 1.584 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.907 
| epoch = 4 | step =    50 | loss_pnn = 1.584 | loss_cn = 0.00000000 | acc_sim = 0.928 | acc_phy = 0.906 
| epoch = 4 | step =    60 | loss_pnn = 1.583 | loss_cn = 0.00000000 | acc_sim = 0.928 | acc_phy = 0.906 
| epoch = 4 | step =    70 | loss_pnn = 1.583 | loss_cn = 0.00000000 | acc_sim = 0.929 | acc_phy = 0.906 
| epoch = 4 | step =    80 | loss_pnn = 1.582 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.907 
| epoch = 4 | step =    90 | loss_pnn = 1.581 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.908 
| epoch = 4 | step =   100 | loss_pnn = 1.580 | loss_cn = 0.00000000 | acc_sim = 0.930 | acc_phy = 0.908 
| epoch = 4 | step =   110 | loss_pnn = 1.580 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.908 
| epoch = 4 | step =   120 | loss_pnn = 1.579 | loss_cn = 0.00000000 | acc_sim = 0.931 | acc_phy = 0.909 

Current training epoch: 5, learning rate for pnn: 0.001, 
| epoch = 5 | step =    10 | loss_pnn = 1.575 | loss_cn = 0.00000000 | acc_sim = 0.933 | acc_phy = 0.907 
| epoch = 5 | step =    20 | loss_pnn = 1.569 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.913 
| epoch = 5 | step =    30 | loss_pnn = 1.569 | loss_cn = 0.00000000 | acc_sim = 0.936 | acc_phy = 0.913 
| epoch = 5 | step =    40 | loss_pnn = 1.569 | loss_cn = 0.00000000 | acc_sim = 0.936 | acc_phy = 0.913 
| epoch = 5 | step =    50 | loss_pnn = 1.569 | loss_cn = 0.00000000 | acc_sim = 0.937 | acc_phy = 0.913 
